Review_ID,Booking_ID,Review_Text,Rating,Created_At,vader_score,bert_score,Sentiment_Score,Sentiment_Label
R462,B462,High-quality entertainment. The vocalist has an exceptional range and genuine stage presence. Everything ran smoothly and the crowd response was fantastic.,4,2025-12-26,0.8753,0.9814,0.939,POSITIVE
R463,B463,Good performance and good attitude. They stayed thirty minutes over schedule — for free — because the crowd demanded it. Would appreciate a slightly more varied setlist next time.,4,2026-01-16,0.936,0.9825,0.9639,POSITIVE
R464,B464,Enjoyed the performance very much. The vocalist has an exceptional range and genuine stage presence. Would rate 5 stars if setup time had been shorter. Still highly recommended.,4,2025-12-22,0.8295,0.9827,0.9214,POSITIVE
R465,B465,Outstanding! Arrived a full hour early and set up without any fuss. The energy was infectious and everyone had an incredible time. Will definitely book again.,5,2025-07-26,0.927,0.9826,0.9604,POSITIVE
R466,B466,Wow. Just wow. The sound quality was absolutely crystal clear all night. If I could give six stars I would. Guests are still talking about it.,5,2026-01-12,0.944,0.9826,0.9672,POSITIVE
R467,B467,What an incredible evening. The sound quality was absolutely crystal clear all night. The setlist was perfectly curated for our audience. Highly recommended!,5,2025-12-29,0.9289,0.9832,0.9615,POSITIVE
R468,B468,Enjoyed the performance very much. The vocalist has an exceptional range and genuine stage presence. Would rate 5 stars if setup time had been shorter. Still highly recommended.,4,2025-06-08,0.8295,0.9827,0.9214,POSITIVE
R469,B469,Very impressed overall. The acoustic set during dinner was the perfect touch of elegance. Communication beforehand was quick and clear. Performance delivered as promised.,4,2026-01-07,0.968,0.983,0.977,POSITIVE
R470,B470,Excellent entertainment! Crowd engagement was phenomenal — they read the room perfectly. Ran about 10 minutes over time but nobody was complaining. Great value.,4,2026-05-18,0.9701,0.9831,0.9779,POSITIVE
R471,B471,"Their original material was a real talking point among our guests. Delivered a strong set with real energy. A small issue with the monitor mix, but nothing that affected the show significantly.",4,2024-08-30,0.8072,0.9828,0.9125,POSITIVE
R472,B472,Okay performance for the price point. They were a few minutes late arriving but made up for it with a decent set. Wouldn't rush to rebook but wouldn't discourage others either.,3,2026-03-22,0.7672,0.5,0.6069,POSITIVE
R473,B473,"Perfect in every way. They interacted warmly with guests of all ages and backgrounds. Arrived early, set up quickly, and delivered a flawless set. 10/10.",2,2024-07-05,0.9329,0.9835,0.9633,POSITIVE
R474,B474,Wow. Just wow. Seamlessly transitioned between genres to keep all demographics happy. If I could give six stars I would. Guests are still talking about it.,5,2024-10-12,0.9531,0.9834,0.9713,POSITIVE
R475,B475,"High-quality entertainment. Perfectly punctual, impeccably presented, and artistically superb. Everything ran smoothly and the crowd response was fantastic.",4,2026-05-09,0.9702,0.9825,0.9775,POSITIVE
R476,B476,"Enjoyed the performance very much. Perfectly punctual, impeccably presented, and artistically superb. Would rate 5 stars if setup time had been shorter. Still highly recommended.",4,2026-01-07,0.9661,0.983,0.9762,POSITIVE
R477,B477,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. Incredibly professional attitude from enquiry through to pack-down. Cannot recommend highly enough!,5,2025-10-10,0.3298,0.9827,0.7215,POSITIVE
R478,B478,Very impressed overall. Seamlessly transitioned between genres to keep all demographics happy. Communication beforehand was quick and clear. Performance delivered as promised.,4,2025-11-07,0.952,0.9833,0.9708,POSITIVE
R479,B479,"Crowd engagement was phenomenal — they read the room perfectly. Delivered a strong set with real energy. A small issue with the monitor mix, but nothing that affected the show significantly.",4,2025-11-26,0.8942,0.9838,0.948,POSITIVE
R480,B480,"Perfect in every way. The vocalist has an exceptional range and genuine stage presence. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2025-03-05,0.8953,0.9826,0.9477,POSITIVE
R481,B481,"Really great performance overall. Perfectly punctual, impeccably presented, and artistically superb. Minor technical hiccup at the start but they handled it gracefully. Would book again.",4,2026-03-21,0.9545,0.9832,0.9717,POSITIVE
R482,B482,Exceptional talent. Incredibly professional attitude from enquiry through to pack-down. They had the whole room on their feet within minutes. Truly memorable.,5,2025-02-20,0.8589,0.9823,0.9329,POSITIVE
R483,B483,Superb performance from start to finish. The vocalist has an exceptional range and genuine stage presence. The guests couldn't stop complimenting the entertainment.,5,2025-12-06,0.8629,0.9825,0.9346,POSITIVE
R484,B484,"What an incredible evening. Perfectly punctual, impeccably presented, and artistically superb. The setlist was perfectly curated for our audience. Highly recommended!",5,2024-11-24,0.9724,0.9831,0.9788,POSITIVE
R485,B485,Exceptional talent. Incredibly professional attitude from enquiry through to pack-down. They had the whole room on their feet within minutes. Truly memorable.,5,2026-04-29,0.8589,0.9823,0.9329,POSITIVE
R486,B486,Excellent entertainment! They interacted warmly with guests of all ages and backgrounds. Ran about 10 minutes over time but nobody was complaining. Great value.,4,2025-05-17,0.9588,0.9832,0.9734,POSITIVE
R487,B487,Superb performance from start to finish. Played three of our requested songs and arranged them beautifully. The guests couldn't stop complimenting the entertainment.,5,2026-03-24,0.952,0.9829,0.9705,POSITIVE
R488,B488,Mixed feelings. Started really strongly then seemed to lose the room halfway through. They were a few minutes late arriving but made up for it with a decent set.,3,2026-03-21,0.4802,0.5,0.4921,NEUTRAL
R489,B489,Disgusting level of professionalism. Arrived 45 minutes late with no apology or explanation. Will be pursuing this through the platform dispute process.,4,2026-01-21,0.1305,0.9754,0.6374,POSITIVE
R490,B490,"Fantastic night! The lighting rig they brought added a whole new dimension to the venue. The musician was warm, engaging, and incredibly talented. Couldn't be happier.",5,2025-09-04,0.909,0.9829,0.9534,POSITIVE
R491,B491,What an incredible evening. Arrived a full hour early and set up without any fuss. The setlist was perfectly curated for our audience. Highly recommended!,5,2026-02-06,0.882,0.9838,0.9431,POSITIVE
R492,B492,High-quality entertainment. Incredibly professional attitude from enquiry through to pack-down. Everything ran smoothly and the crowd response was fantastic.,4,2024-07-26,0.8753,0.9825,0.9396,POSITIVE
R493,B493,Really great performance overall. The sound quality was absolutely crystal clear all night. Minor technical hiccup at the start but they handled it gracefully. Would book again.,4,2025-04-24,0.9248,0.9831,0.9597,POSITIVE
R494,B494,Great experience. They interacted warmly with guests of all ages and backgrounds. They were accommodating with our song requests and the vibe was spot on.,4,2024-12-01,0.8892,0.9831,0.9455,POSITIVE
R495,B495,"Mixed feelings. Started really strongly then seemed to lose the room halfway through. Some technical issues in the first half, though they rallied well after the break.",3,2025-04-05,0.6003,0.5,0.5401,NEUTRAL
R496,B496,Arrived a full hour early and set up without any fuss. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2025-12-16,0.812,0.9835,0.9149,POSITIVE
R497,B497,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. Arrived a full hour early and set up without any fuss. Cannot recommend highly enough!,5,2025-10-23,0.3298,0.9826,0.7215,POSITIVE
R498,B498,Enjoyed the performance very much. They interacted warmly with guests of all ages and backgrounds. Would rate 5 stars if setup time had been shorter. Still highly recommended.,4,2025-06-16,0.898,0.9839,0.9495,POSITIVE
R499,B499,What an incredible evening. They interacted warmly with guests of all ages and backgrounds. The setlist was perfectly curated for our audience. Highly recommended!,5,2024-12-02,0.9256,0.9833,0.9603,POSITIVE
R500,B500,Superb performance from start to finish. Their original material was a real talking point among our guests. The guests couldn't stop complimenting the entertainment.,5,2026-03-11,0.906,0.9838,0.9527,POSITIVE
R501,B501,What an incredible evening. Played three of our requested songs and arranged them beautifully. The setlist was perfectly curated for our audience. Highly recommended!,5,2024-12-08,0.959,0.9835,0.9737,POSITIVE
R502,B502,Terrible experience. Ignored our pre-agreed setlist and played entirely different material. Asked for a refund and will be leaving reviews everywhere.,3,2025-10-08,0.2706,0.247,0.2564,NEGATIVE
R503,B503,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. Arrived a full hour early and set up without any fuss. Cannot recommend highly enough!,5,2026-02-15,0.3298,0.9826,0.7215,POSITIVE
R504,B504,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. Seamlessly transitioned between genres to keep all demographics happy. Cannot recommend highly enough!,5,2024-10-21,0.7186,0.9833,0.8774,POSITIVE
R505,B505,Exceptional talent. The vocalist has an exceptional range and genuine stage presence. They had the whole room on their feet within minutes. Truly memorable.,5,2024-11-24,0.8589,0.9819,0.9327,POSITIVE
R506,B506,Wow. Just wow. Every single technical element was handled with care and expertise. If I could give six stars I would. Guests are still talking about it.,5,2025-03-25,0.9478,0.9834,0.9692,POSITIVE
R507,B507,Disappointing experience unfortunately. Attitude was rude and dismissive when guests made requests. We expected much better based on the profile.,2,2024-11-20,0.1546,0.2364,0.2037,NEGATIVE
R508,B508,"Very enjoyable night. Perfectly punctual, impeccably presented, and artistically superb. The sound balance could have been slightly better, but the talent speaks for itself.",4,2025-01-17,0.9488,0.9825,0.969,POSITIVE
R509,B509,Their original material was a real talking point among our guests. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2025-02-17,0.875,0.9834,0.9401,POSITIVE
R510,B510,Below expectations I'm afraid. Quality was drastically below what the demo videos suggested. Sound issues throughout that were never properly resolved.,2,2024-06-23,0.4337,0.2325,0.313,NEGATIVE
R511,B511,Outstanding! Played three of our requested songs and arranged them beautifully. The energy was infectious and everyone had an incredible time. Will definitely book again.,5,2026-02-03,0.9688,0.9831,0.9774,POSITIVE
R512,B512,Very impressed overall. The lighting rig they brought added a whole new dimension to the venue. Communication beforehand was quick and clear. Performance delivered as promised.,4,2024-06-28,0.8951,0.9828,0.9477,POSITIVE
R513,B513,Wow. Just wow. Incredibly professional attitude from enquiry through to pack-down. If I could give six stars I would. Guests are still talking about it.,5,2026-02-19,0.9112,0.9831,0.9544,POSITIVE
R514,B514,What an incredible evening. Played three of our requested songs and arranged them beautifully. The setlist was perfectly curated for our audience. Highly recommended!,5,2024-09-17,0.959,0.9835,0.9737,POSITIVE
R515,B515,They stayed thirty minutes over schedule — for free — because the crowd demanded it. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2025-02-22,0.8787,0.9837,0.9417,POSITIVE
R516,B516,"Good talent but the pacing felt uneven — big peaks and then lulls. Some songs were great, others fell flat. I think a different setlist would have worked better for our audience.",3,2024-12-19,0.962,0.5,0.6848,POSITIVE
R517,B517,"Not bad, not great. Sound check took longer than expected but the performance itself was reasonable. If they tightened up the transitions between songs it would make a big difference.",3,2024-07-28,0.7082,0.5,0.5833,NEUTRAL
R518,B518,"Perfect in every way. Incredibly professional attitude from enquiry through to pack-down. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2024-08-11,0.8953,0.9831,0.948,POSITIVE
R519,B519,Really great performance overall. Played three of our requested songs and arranged them beautifully. Minor technical hiccup at the start but they handled it gracefully. Would book again.,4,2026-06-11,0.9423,0.9832,0.9669,POSITIVE
R520,B520,Great experience. Every single technical element was handled with care and expertise. They were accommodating with our song requests and the vibe was spot on.,4,2024-10-22,0.9037,0.9831,0.9514,POSITIVE
R521,B521,High-quality entertainment. The lighting rig they brought added a whole new dimension to the venue. Everything ran smoothly and the crowd response was fantastic.,4,2025-07-17,0.8548,0.9812,0.9307,POSITIVE
R522,B522,"Very enjoyable night. They stayed thirty minutes over schedule — for free — because the crowd demanded it. The sound balance could have been slightly better, but the talent speaks for itself.",4,2025-06-19,0.9037,0.9827,0.9511,POSITIVE
R523,B523,"Fantastic night! Incredibly professional attitude from enquiry through to pack-down. The musician was warm, engaging, and incredibly talented. Couldn't be happier.",5,2024-08-19,0.9202,0.9826,0.9577,POSITIVE
R524,B524,"Hit and miss. A solid performance, though it felt like they were playing it safe creatively. Good at times, but struggled to keep momentum after the break.",3,2025-09-12,0.701,0.5,0.5804,NEUTRAL
R525,B525,Best booking decision we ever made. Played three of our requested songs and arranged them beautifully. Professionalism from start to finish. Five stars without hesitation.,5,2025-01-11,0.9512,0.983,0.9703,POSITIVE
R526,B526,Best booking decision we ever made. The acoustic set during dinner was the perfect touch of elegance. Professionalism from start to finish. Five stars without hesitation.,5,2025-11-30,0.9578,0.983,0.9729,POSITIVE
R527,B527,What an incredible evening. Their original material was a real talking point among our guests. The setlist was perfectly curated for our audience. Highly recommended!,5,2026-01-06,0.923,0.9837,0.9594,POSITIVE
R528,B528,Their original material was a real talking point among our guests. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2025-04-15,0.875,0.9834,0.9401,POSITIVE
R529,B529,"Hit and miss. A solid performance, though it felt like they were playing it safe creatively. Good at times, but struggled to keep momentum after the break.",3,2025-05-15,0.701,0.5,0.5804,NEUTRAL
R530,B530,High-quality entertainment. We were blown away by how well they adapted to different audience moods. Everything ran smoothly and the crowd response was fantastic.,4,2025-01-25,0.9088,0.9826,0.9531,POSITIVE
R531,B531,"Okay performance for the price point. Some technical issues in the first half, though they rallied well after the break. Wouldn't rush to rebook but wouldn't discourage others either.",3,2025-04-17,0.806,0.5,0.6224,POSITIVE
R532,B532,Let down overall. Sound quality was poor throughout — muffled and unbalanced. The booking process was fine but the actual performance missed the mark.,2,2025-06-14,0.2327,0.2308,0.2316,NEGATIVE
R533,B533,Superb performance from start to finish. They interacted warmly with guests of all ages and backgrounds. The guests couldn't stop complimenting the entertainment.,5,2024-07-05,0.9155,0.9832,0.9561,POSITIVE
R534,B534,Mixed feelings. Started really strongly then seemed to lose the room halfway through. Sound check took longer than expected but the performance itself was reasonable.,3,2024-07-27,0.4802,0.5,0.4921,NEUTRAL
R535,B535,"Very enjoyable night. Perfectly punctual, impeccably presented, and artistically superb. The sound balance could have been slightly better, but the talent speaks for itself.",4,2025-01-23,0.9488,0.9825,0.969,POSITIVE
R536,B536,"Fantastic night! Every single technical element was handled with care and expertise. The musician was warm, engaging, and incredibly talented. Couldn't be happier.",5,2025-08-21,0.9522,0.9831,0.9707,POSITIVE
R537,B537,"Very enjoyable night. They interacted warmly with guests of all ages and backgrounds. The sound balance could have been slightly better, but the talent speaks for itself.",4,2024-07-23,0.9076,0.9831,0.9529,POSITIVE
R538,B538,High-quality entertainment. They stayed thirty minutes over schedule — for free — because the crowd demanded it. Everything ran smoothly and the crowd response was fantastic.,4,2026-04-12,0.9158,0.9827,0.956,POSITIVE
R539,B539,Great experience. Incredibly professional attitude from enquiry through to pack-down. They were accommodating with our song requests and the vibe was spot on.,4,2024-07-04,0.8124,0.9834,0.915,POSITIVE
R540,B540,High-quality entertainment. Played three of our requested songs and arranged them beautifully. Everything ran smoothly and the crowd response was fantastic.,4,2024-12-14,0.955,0.9819,0.9711,POSITIVE
R541,B541,Great experience. We were blown away by how well they adapted to different audience moods. They were accommodating with our song requests and the vibe was spot on.,4,2024-08-28,0.8676,0.9833,0.937,POSITIVE
R542,B542,Really great performance overall. The sound quality was absolutely crystal clear all night. Minor technical hiccup at the start but they handled it gracefully. Would book again.,4,2025-10-26,0.9248,0.9831,0.9597,POSITIVE
R543,B543,"The volume levels were a bit inconsistent, though nothing that ruined the night. Communication was slow before the event and the performance itself was middle-of-the-road.",3,2024-08-15,0.6862,0.5,0.5745,NEUTRAL
R544,B544,Worst booking I have ever made. Quality was drastically below what the demo videos suggested. The 'performance' was embarrassing for everyone.,4,2024-10-06,0.1141,0.2332,0.1856,NEGATIVE
R545,B545,"Some songs resonated really well, but others seemed rehearsed rather than felt. Some songs were great, others fell flat. I think a different setlist would have worked better for our audience.",3,2024-09-02,0.952,0.5,0.6808,POSITIVE
R546,B546,"Very enjoyable night. They stayed thirty minutes over schedule — for free — because the crowd demanded it. The sound balance could have been slightly better, but the talent speaks for itself.",4,2024-12-16,0.9037,0.9827,0.9511,POSITIVE
R547,B547,They stayed thirty minutes over schedule — for free — because the crowd demanded it. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2025-03-01,0.8787,0.9837,0.9417,POSITIVE
R548,B548,"Perfect in every way. The lighting rig they brought added a whole new dimension to the venue. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2025-10-17,0.879,0.9829,0.9413,POSITIVE
R549,B549,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. The lighting rig they brought added a whole new dimension to the venue. Cannot recommend highly enough!,5,2026-04-29,0.2796,0.9832,0.7018,POSITIVE
R550,B550,The performance lasted only 40 minutes despite booking a two-hour slot. Arrived late and the performance was below par. Wouldn't recommend for a formal event.,2,2025-01-20,0.3622,0.2321,0.2841,NEGATIVE
R551,B551,Absolutely appalling. Sound quality was poor throughout — muffled and unbalanced. Do not book under any circumstances.,4,2025-08-08,0.1456,0.9579,0.633,POSITIVE
R552,B552,Really great performance overall. The sound quality was absolutely crystal clear all night. Minor technical hiccup at the start but they handled it gracefully. Would book again.,4,2025-08-18,0.9248,0.9831,0.9597,POSITIVE
R553,B553,The sound quality was absolutely crystal clear all night. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2024-08-26,0.8944,0.9826,0.9474,POSITIVE
R554,B554,What an incredible evening. Played three of our requested songs and arranged them beautifully. The setlist was perfectly curated for our audience. Highly recommended!,5,2024-06-20,0.959,0.9835,0.9737,POSITIVE
R555,B555,Great experience. The vocalist has an exceptional range and genuine stage presence. They were accommodating with our song requests and the vibe was spot on.,4,2024-11-19,0.8124,0.9829,0.9147,POSITIVE
R556,B556,Average overall. Good talent but the pacing felt uneven — big peaks and then lulls. The talent is clearly there but the energy felt inconsistent throughout the evening.,3,2025-07-03,0.9572,0.8766,0.9089,POSITIVE
R557,B557,One star is being generous. Did not honour the agreed performance schedule or break structure. Everything that could go wrong did go wrong.,4,2024-11-02,0.1138,0.9791,0.633,POSITIVE
R558,B558,Excellent entertainment! We were blown away by how well they adapted to different audience moods. Ran about 10 minutes over time but nobody was complaining. Great value.,4,2025-09-09,0.9562,0.9832,0.9724,POSITIVE
R559,B559,High-quality entertainment. Their original material was a real talking point among our guests. Everything ran smoothly and the crowd response was fantastic.,4,2025-01-07,0.9136,0.9829,0.9551,POSITIVE
R560,B560,Enjoyed the performance very much. Their original material was a real talking point among our guests. Would rate 5 stars if setup time had been shorter. Still highly recommended.,4,2025-08-03,0.894,0.9836,0.9477,POSITIVE
R561,B561,Exceptional talent. The vocalist has an exceptional range and genuine stage presence. They had the whole room on their feet within minutes. Truly memorable.,5,2025-05-13,0.8589,0.9819,0.9327,POSITIVE
R562,B562,"Complete no-show for 40 minutes, then a shambolic performance. Multiple equipment failures that were never properly resolved. Avoid.",5,2024-11-20,0.306,0.8466,0.6304,POSITIVE
R563,B563,"The vocalist has an exceptional range and genuine stage presence. Delivered a strong set with real energy. A small issue with the monitor mix, but nothing that affected the show significantly.",4,2026-04-22,0.7607,0.9832,0.8942,POSITIVE
R564,B564,Their original material was a real talking point among our guests. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2025-10-13,0.875,0.9834,0.9401,POSITIVE
R565,B565,The sound quality was absolutely crystal clear all night. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2025-04-18,0.8944,0.9826,0.9474,POSITIVE
R566,B566,Outstanding! Seamlessly transitioned between genres to keep all demographics happy. The energy was infectious and everyone had an incredible time. Will definitely book again.,5,2026-04-29,0.9597,0.9826,0.9734,POSITIVE
R567,B567,"Arrived a full hour early and set up without any fuss. A solid, professional performance. Guests were happy and dancing all night. Recommended.",4,2025-11-10,0.8634,0.9825,0.9349,POSITIVE
R568,B568,"Very enjoyable night. We were blown away by how well they adapted to different audience moods. The sound balance could have been slightly better, but the talent speaks for itself.",4,2025-09-04,0.8996,0.983,0.9497,POSITIVE
R569,B569,Good performance and good attitude. The sound quality was absolutely crystal clear all night. Would appreciate a slightly more varied setlist next time.,4,2026-04-01,0.9427,0.9823,0.9665,POSITIVE
R570,B570,Exceptional talent. Their original material was a real talking point among our guests. They had the whole room on their feet within minutes. Truly memorable.,5,2025-06-16,0.9102,0.983,0.9539,POSITIVE
R571,B571,Played three of our requested songs and arranged them beautifully. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2026-06-02,0.9402,0.9832,0.966,POSITIVE
R572,B572,Every single technical element was handled with care and expertise. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2024-09-17,0.9035,0.9828,0.9511,POSITIVE
R573,B573,"Hit and miss. The volume levels were a bit inconsistent, though nothing that ruined the night. Good at times, but struggled to keep momentum after the break.",3,2025-04-04,0.4144,0.5,0.4658,NEUTRAL
R574,B574,Outstanding! They interacted warmly with guests of all ages and backgrounds. The energy was infectious and everyone had an incredible time. Will definitely book again.,5,2025-04-14,0.9506,0.9822,0.9696,POSITIVE
R575,B575,Really great performance overall. Their original material was a real talking point among our guests. Minor technical hiccup at the start but they handled it gracefully. Would book again.,4,2024-11-05,0.919,0.9833,0.9576,POSITIVE
R576,B576,Great experience. The vocalist has an exceptional range and genuine stage presence. They were accommodating with our song requests and the vibe was spot on.,4,2024-06-24,0.8124,0.9829,0.9147,POSITIVE
R577,B577,Exceptional talent. The vocalist has an exceptional range and genuine stage presence. They had the whole room on their feet within minutes. Truly memorable.,5,2025-04-20,0.8589,0.9819,0.9327,POSITIVE
R578,B578,Best booking decision we ever made. Seamlessly transitioned between genres to keep all demographics happy. Professionalism from start to finish. Five stars without hesitation.,5,2024-11-24,0.9331,0.9829,0.963,POSITIVE
R579,B579,Seamlessly transitioned between genres to keep all demographics happy. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2026-03-30,0.9156,0.9834,0.9563,POSITIVE
R580,B580,"They interacted warmly with guests of all ages and backgrounds. A solid, professional performance. Guests were happy and dancing all night. Recommended.",4,2024-06-19,0.9158,0.9829,0.956,POSITIVE
R581,B581,Great experience. Played three of our requested songs and arranged them beautifully. They were accommodating with our song requests and the vibe was spot on.,4,2024-10-26,0.9404,0.9827,0.9658,POSITIVE
R582,B582,Superb performance from start to finish. The lighting rig they brought added a whole new dimension to the venue. The guests couldn't stop complimenting the entertainment.,5,2025-02-19,0.8397,0.9827,0.9255,POSITIVE
R583,B583,Struggled to connect with the audience. Barely interacted with the audience and seemed disengaged. The energy just wasn't there on the night.,2,2026-04-09,0.4614,0.2247,0.3194,NEGATIVE
R584,B584,Wow. Just wow. Played three of our requested songs and arranged them beautifully. If I could give six stars I would. Guests are still talking about it.,5,2024-07-23,0.9644,0.9836,0.9759,POSITIVE
R585,B585,Wow. Just wow. Seamlessly transitioned between genres to keep all demographics happy. If I could give six stars I would. Guests are still talking about it.,5,2025-06-29,0.9531,0.9834,0.9713,POSITIVE
R586,B586,Did not honour the agreed performance schedule or break structure. Several guests left before the set finished. Not the outcome we were hoping for.,2,2024-09-28,0.3736,0.2288,0.2867,NEGATIVE
R587,B587,"Average overall. Some technical issues in the first half, though they rallied well after the break. The talent is clearly there but the energy felt inconsistent throughout the evening.",3,2026-05-09,0.857,0.5,0.6428,POSITIVE
R588,B588,Exceptional talent. Incredibly professional attitude from enquiry through to pack-down. They had the whole room on their feet within minutes. Truly memorable.,5,2025-01-08,0.8589,0.9823,0.9329,POSITIVE
R589,B589,Really great performance overall. Every single technical element was handled with care and expertise. Minor technical hiccup at the start but they handled it gracefully. Would book again.,4,2026-04-15,0.9277,0.983,0.9609,POSITIVE
R590,B590,"Perfect in every way. We were blown away by how well they adapted to different audience moods. Arrived early, set up quickly, and delivered a flawless set. 10/10.",5,2025-03-29,0.9221,0.9835,0.959,POSITIVE
R591,B591,Very impressed overall. The lighting rig they brought added a whole new dimension to the venue. Communication beforehand was quick and clear. Performance delivered as promised.,4,2025-04-09,0.8951,0.9828,0.9477,POSITIVE
R592,B592,Absolutely sensational performance — the crowd was completely blown away from the first song to the last. Seamlessly transitioned between genres to keep all demographics happy. Cannot recommend highly enough!,5,2025-12-24,0.7186,0.9833,0.8774,POSITIVE
R593,B593,Attitude was rude and dismissive when guests made requests. Ruined what should have been a special occasion. Completely unprofessional.,1,2024-07-18,0.1049,0.8959,0.5795,NEUTRAL
R594,B594,Superb performance from start to finish. Arrived a full hour early and set up without any fuss. The guests couldn't stop complimenting the entertainment.,5,2024-08-20,0.8629,0.9838,0.9354,POSITIVE
R595,B595,Great experience. The sound quality was absolutely crystal clear all night. They were accommodating with our song requests and the vibe was spot on.,4,2026-03-17,0.8946,0.9828,0.9475,POSITIVE
R596,B596,Wow. Just wow. They interacted warmly with guests of all ages and backgrounds. If I could give six stars I would. Guests are still talking about it.,5,2025-07-23,0.9417,0.9831,0.9666,POSITIVE
R597,B597,"Average overall. Communication before the event took a while, but they delivered on the day. The talent is clearly there but the energy felt inconsistent throughout the evening.",3,2024-10-21,0.936,0.5,0.6744,POSITIVE
R598,B598,They interacted warmly with guests of all ages and backgrounds. We had very high expectations and they exceeded every single one. Absolutely brilliant.,5,2025-01-15,0.8889,0.983,0.9454,POSITIVE
R599,B599,Ignored our pre-agreed setlist and played entirely different material. Ruined what should have been a special occasion. Completely unprofessional.,5,2024-07-24,0.1841,0.7564,0.5275,NEUTRAL
R600,B600,Outstanding! We were blown away by how well they adapted to different audience moods. The energy was infectious and everyone had an incredible time. Will definitely book again.,5,2026-02-16,0.9437,0.9828,0.9672,POSITIVE
